file_name,n_rows,raw_column_name,dtype,non_null_count,null_count,null_pct,is_numeric,min,max,mean,std,is_timestamp_like,unique_count,sample_values
V-S1.csv,51746,Yaw Rate (deg/sec),float64,51746,0,0.0,True,-42.19998,35.80002,-0.09982660048506156,7.712173893294606,False,,
V-S1.csv,51746,Indicated Vehicle Speed (km/hr),float64,51746,0,0.0,True,0.0,68.09,26.68157132453136,16.289998201195928,False,,
V-S1.csv,51746,Indicated Longitudinal Acceleration (g),float64,51746,0,0.0,True,-0.5895600000000001,0.3396599,0.0007607702250608736,0.07518328520102048,False,,
V-S1.csv,51746,Indicated Lateral Acceleration (g),float64,51746,0,0.0,True,-0.4702201,0.3998399,0.0024223409187763296,0.07904922423555101,False,,
V-S1.csv,51746,Handbrake (0 or 1),float64,51746,0,0.0,True,0.0,1.0,0.006010126386580605,0.07729243312419565,False,,
V-S1.csv,51746,Gear Requested (Number fof gear employed 1-5),float64,51746,0,0.0,True,0.0,14.0,3.388590422448112,2.131262288100314,False,,
V-S1.csv,51746,Gear (Number fof gear employed 1-5),float64,51746,0,0.0,True,0.0,3.0,2.9392610056815984,0.3546986581558226,False,,
V-S1.csv,51746,Engine Speed (rev/min),float64,51746,0,0.0,True,729.0,3135.0,1427.0092181038149,364.3116053648533,False,,
V-S1.csv,51746,Coolant Temperature (degrees),float64,51746,0,0.0,True,40.0,103.0,89.59194913616511,9.153353626779293,False,,
V-S1.csv,51746,Clutch Position (0 or 1),float64,51746,0,0.0,True,0.0,0.0,0.0,0.0,False,,
V-S1.csv,51746,Brake Pressure (psi),float64,51746,0,0.0,True,-1.420013,59.38998,3.5263309639463154,7.347990223045667,False,,
V-S1.csv,51746,Brake Position (0 or 1),float64,51746,0,0.0,True,0.0,1.0,0.3135314806941599,0.46393280842569334,False,,
V-S1.csv,51746,Battery Voltage (volts),float64,51746,0,0.0,True,13.0,14.4,14.048618250686044,0.16997929227235817,False,,
V-S1.csv,51746,Air Temperature (degrees),float64,51746,0,0.0,True,12.75,17.25,14.150572024890813,0.8060932445033636,False,,
V-S1.csv,51746,Accelerator Pedal Position (0 or 1),float64,51746,0,0.0,True,0.0,53.0,7.247555366598385,7.861487278821574,False,,
